GameID,Timestamp,Player,Faction,Turn Order,Game Score,Tournament Score,Map,Clearing Distribution,Deck,Undrafted Faction,Turn Timing,Dom/Coal,Season
DbInput!40576,2025-04-06 05:08:27.530987+00:00,BadOptics+5373,Woodland Alliance,3,30,1,Autumn,Random,Exiles and Partisans,Vagabond (Thief),Async,,M02
DbInput!40576,2025-04-06 05:08:27.530987+00:00,PEHF911+9322,Underground Duchy,2,23,0,Autumn,Random,Exiles and Partisans,Vagabond (Thief),Async,,M02
DbInput!40576,2025-04-06 05:08:27.530987+00:00,Cookies+3700,Marquise de Cat,1,24,0,Autumn,Random,Exiles and Partisans,Vagabond (Thief),Async,,M02
DbInput!40575,2025-04-06 04:51:36.824179+00:00,Cotton+4951,Lizard Cult,4,27,0,Autumn,Random,Exiles and Partisans,Marquise de Cat,Async,,M02
DbInput!40575,2025-04-06 04:51:36.824179+00:00,Holysheva+413,Lord of the Hundreds,3,15,0,Autumn,Random,Exiles and Partisans,Marquise de Cat,Async,,M02
DbInput!40575,2025-04-06 04:51:36.824179+00:00,KarmaBurn+1193,Vagabond (Ronin),2,20,0,Autumn,Random,Exiles and Partisans,Marquise de Cat,Async,,M02
DbInput!40575,2025-04-06 04:51:36.824179+00:00,bwebby+1847,Underground Duchy,1,30,1,Autumn,Random,Exiles and Partisans,Marquise de Cat,Async,,M02
DbInput!40568,2025-04-06 01:54:59.393708+00:00,Dakrol+756,Woodland Alliance,4,18,0,Autumn,Random,Exiles and Partisans,Vagabond (Ronin),Live,,M02
DbInput!40568,2025-04-06 01:54:59.393708+00:00,tofuwater+4853,Lizard Cult,3,30,1,Autumn,Random,Exiles and Partisans,Vagabond (Ronin),Live,,M02
DbInput!40568,2025-04-06 01:54:59.393708+00:00,aelisheneithlon+4087,Keepers in Iron,2,17,0,Autumn,Random,Exiles and Partisans,Vagabond (Ronin),Live,,M02
DbInput!40568,2025-04-06 01:54:59.393708+00:00,Musicalwoofy+7712,Eyrie Dynasties,1,25,0,Autumn,Random,Exiles and Partisans,Vagabond (Ronin),Live,,M02
DbInput!40566,2025-04-06 00:14:22.469398+00:00,Dakrol+756,Eyrie Dynasties,4,6,0,Autumn,Random,Exiles and Partisans,Vagabond (Ronin),Live,,M02
DbInput!40566,2025-04-06 00:14:22.469398+00:00,aelisheneithlon+4087,Lizard Cult,3,13,0,Autumn,Random,Exiles and Partisans,Vagabond (Ronin),Live,,M02
DbInput!40566,2025-04-06 00:14:22.469398+00:00,tofuwater+4853,Corvid Conspiracy,2,30,1,Autumn,Random,Exiles and Partisans,Vagabond (Ronin),Live,,M02
DbInput!40566,2025-04-06 00:14:22.469398+00:00,udon66+6395,Marquise de Cat,1,18,0,Autumn,Random,Exiles and Partisans,Vagabond (Ronin),Live,,M02
DbInput!40565,2025-04-05 23:54:19.227991+00:00,complexartichoke+1699,Lord of the Hundreds,4,18,0,Autumn,Random,Exiles and Partisans,Marquise de Cat,Async,,M02
DbInput!40565,2025-04-05 23:54:19.227991+00:00,Hydro033+5014,Keepers in Iron,3,14,0,Autumn,Random,Exiles and Partisans,Marquise de Cat,Async,,M02
DbInput!40565,2025-04-05 23:54:19.227991+00:00,BadOptics+5373,Corvid Conspiracy,2,13,0,Autumn,Random,Exiles and Partisans,Marquise de Cat,Async,,M02
DbInput!40565,2025-04-05 23:54:19.227991+00:00,MrRiceGuy+5849,Riverfolk Company,1,31,1,Autumn,Random,Exiles and Partisans,Marquise de Cat,Async,,M02
DbInput!40564,2025-04-05 23:06:28.472411+00:00,tofuwater+4853,Woodland Alliance,4,9,0,Autumn,Random,Exiles and Partisans,Eyrie Dynasties,Async,,M02
DbInput!40564,2025-04-05 23:06:28.472411+00:00,Cookies+3700,Keepers in Iron,3,30,1,Autumn,Random,Exiles and Partisans,Eyrie Dynasties,Async,,M02
DbInput!40564,2025-04-05 23:06:28.472411+00:00,ellbelle+9011,Underground Duchy,2,12,0,Autumn,Random,Exiles and Partisans,Eyrie Dynasties,Async,,M02
DbInput!40564,2025-04-05 23:06:28.472411+00:00,DelSol+6479,Corvid Conspiracy,1,19,0,Autumn,Random,Exiles and Partisans,Eyrie Dynasties,Async,,M02
DbInput!40562,2025-04-05 22:02:16.998056+00:00,mrbonich+6740,Lizard Cult,4,23,0,Autumn,Random,Exiles and Partisans,Marquise de Cat,Async,,M02
DbInput!40562,2025-04-05 22:02:16.998056+00:00,bwebby+1847,Keepers in Iron,3,17,0,Autumn,Random,Exiles and Partisans,Marquise de Cat,Async,,M02
DbInput!40562,2025-04-05 22:02:16.998056+00:00,Yahdo+3578,Vagabond (Thief),2,31,1,Autumn,Random,Exiles and Partisans,Marquise de Cat,Async,,M02
DbInput!40562,2025-04-05 22:02:16.998056+00:00,Shartreusenightmare+4730,Corvid Conspiracy,1,22,0,Autumn,Random,Exiles and Partisans,Marquise de Cat,Async,,M02
DbInput!40555,2025-04-05 15:27:58.322473+00:00,NadtyLite+7330,Keepers in Iron,4,34,1,Autumn,Random,Exiles and Partisans,Corvid Conspiracy,Async,,M02
DbInput!40555,2025-04-05 15:27:58.322473+00:00,GlisteningGeetus+4225,Marquise de Cat,3,16,0,Autumn,Random,Exiles and Partisans,Corvid Conspiracy,Async,,M02
DbInput!40555,2025-04-05 15:27:58.322473+00:00,Fyerii+5875,Riverfolk Company,2,24,0,Autumn,Random,Exiles and Partisans,Corvid Conspiracy,Async,,M02
DbInput!40555,2025-04-05 15:27:58.322473+00:00,Sylvanas+9625,Lizard Cult,1,29,0,Autumn,Random,Exiles and Partisans,Corvid Conspiracy,Async,,M02
DbInput!40554,2025-04-05 10:59:26.402221+00:00,Jasiuńcio+3892,Marquise de Cat,4,19,0,Autumn,,Standard,Vagabond (Ronin),Async,,M02
DbInput!40554,2025-04-05 10:59:26.402221+00:00,HobGungan+2914,Lizard Cult,3,22,0,Autumn,,Standard,Vagabond (Ronin),Async,,M02
DbInput!40554,2025-04-05 10:59:26.402221+00:00,Geomorgski,Corvid Conspiracy,2,17,0,Autumn,,Standard,Vagabond (Ronin),Async,,M02
DbInput!40554,2025-04-05 10:59:26.402221+00:00,VanKaiserman+5269,Riverfolk Company,1,32,1,Autumn,,Standard,Vagabond (Ronin),Async,,M02
DbInput!40548,2025-04-04 23:55:34.112633+00:00,RexCow+93848049,Eyrie Dynasties,4,5,0,Autumn,Random,Exiles and Partisans,Vagabond (Ronin),Live,,M02
DbInput!40548,2025-04-04 23:55:34.112633+00:00,GDCytosine+9164,Keepers in Iron,3,17,0,Autumn,Random,Exiles and Partisans,Vagabond (Ronin),Live,,M02
DbInput!40548,2025-04-04 23:55:34.112633+00:00,tofuwater+4853,Lord of the Hundreds,2,31,1,Autumn,Random,Exiles and Partisans,Vagabond (Ronin),Live,,M02
DbInput!40548,2025-04-04 23:55:34.112633+00:00,Mikke+3484,Marquise de Cat,1,25,0,Autumn,Random,Exiles and Partisans,Vagabond (Ronin),Live,,M02
DbInput!40547,2025-04-04 21:27:40.542189+00:00,Cookies+3700,Woodland Alliance,4,22,0,Autumn,Random,Exiles and Partisans,Underground Duchy,Live,,M02
DbInput!40547,2025-04-04 21:27:40.542189+00:00,m1dnight_sn4ck+6636,Marquise de Cat,3,24,0,Autumn,Random,Exiles and Partisans,Underground Duchy,Live,,M02
DbInput!40547,2025-04-04 21:27:40.542189+00:00,Birbus+139,Eyrie Dynasties,2,24,0,Autumn,Random,Exiles and Partisans,Underground Duchy,Live,,M02
DbInput!40547,2025-04-04 21:27:40.542189+00:00,tofuwater+4853,Corvid Conspiracy,1,30,1,Autumn,Random,Exiles and Partisans,Underground Duchy,Live,,M02
DbInput!40537,2025-04-04 10:16:10.370572+00:00,secretpaths+8130,Eyrie Dynasties,4,17,0,Autumn,Random,Exiles and Partisans,Riverfolk Company,Live,,M02
DbInput!40537,2025-04-04 10:16:10.370572+00:00,tofuwater+4853,Woodland Alliance,3,31,1,Autumn,Random,Exiles and Partisans,Riverfolk Company,Live,,M02
DbInput!40537,2025-04-04 10:16:10.370572+00:00,GDCytosine+9164,Keepers in Iron,2,28,0,Autumn,Random,Exiles and Partisans,Riverfolk Company,Live,,M02
DbInput!40537,2025-04-04 10:16:10.370572+00:00,limaconlime+5225,Marquise de Cat,1,20,0,Autumn,Random,Exiles and Partisans,Riverfolk Company,Live,,M02
DbInput!40536,2025-04-04 08:26:07.996446+00:00,complexartichoke+1699,Underground Duchy,3,27,0,Autumn,Random,Exiles and Partisans,Marquise de Cat,Async,,M02
DbInput!40536,2025-04-04 08:26:07.996446+00:00,Yragael+5413,Corvid Conspiracy,2,23,0,Autumn,Random,Exiles and Partisans,Marquise de Cat,Async,,M02
DbInput!40536,2025-04-04 08:26:07.996446+00:00,LunaTik+6164,Vagabond (Ronin),1,24,0,Autumn,Random,Exiles and Partisans,Marquise de Cat,Async,,M02
DbInput!40536,2025-04-04 08:26:07.996446+00:00,Jasiuńcio+3892,Eyrie Dynasties,4,30,1,Autumn,Random,Exiles and Partisans,Marquise de Cat,Async,,M02
DbInput!40534,2025-04-04 08:05:40.183403+00:00,GDCytosine+9164,Keepers in Iron,4,14,0,Autumn,Random,Exiles and Partisans,Eyrie Dynasties,Live,,M02
DbInput!40534,2025-04-04 08:05:40.183403+00:00,PEHF911+9322,Corvid Conspiracy,3,21,0,Autumn,Random,Exiles and Partisans,Eyrie Dynasties,Live,,M02
DbInput!40534,2025-04-04 08:05:40.183403+00:00,tofuwater+4853,Vagabond (Arbiter),2,30,1,Autumn,Random,Exiles and Partisans,Eyrie Dynasties,Live,,M02
DbInput!40534,2025-04-04 08:05:40.183403+00:00,CaptainBanjoTime+6374,Marquise de Cat,1,22,0,Autumn,Random,Exiles and Partisans,Eyrie Dynasties,Live,,M02
DbInput!40532,2025-04-04 05:22:36.662212+00:00,tofuwater+4853,Underground Duchy,4,31,1,Autumn,Random,Exiles and Partisans,Eyrie Dynasties,Live,,M02
DbInput!40532,2025-04-04 05:22:36.662212+00:00,GDCytosine+9164,Corvid Conspiracy,3,18,0,Autumn,Random,Exiles and Partisans,Eyrie Dynasties,Live,,M02
DbInput!40532,2025-04-04 05:22:36.662212+00:00,CaptainBanjoTime+6374,Lord of the Hundreds,2,22,0,Autumn,Random,Exiles and Partisans,Eyrie Dynasties,Live,,M02
DbInput!40532,2025-04-04 05:22:36.662212+00:00,PEHF911+9322,Marquise de Cat,1,19,0,Autumn,Random,Exiles and Partisans,Eyrie Dynasties,Live,,M02
DbInput!40530,2025-04-04 04:26:52.639069+00:00,PEHF911+9322,Woodland Alliance,4,18,0,Autumn,Random,Exiles and Partisans,,Async,,M02
DbInput!40530,2025-04-04 04:26:52.639069+00:00,Hydro033+5014,Lord of the Hundreds,3,30,1,Autumn,Random,Exiles and Partisans,,Async,,M02
DbInput!40530,2025-04-04 04:26:52.639069+00:00,Biggins96+3792,Vagabond (Harrier),2,29,0,Autumn,Random,Exiles and Partisans,,Async,,M02
DbInput!40530,2025-04-04 04:26:52.639069+00:00,LunaTik+6164,Riverfolk Company,1,23,0,Autumn,Random,Exiles and Partisans,,Async,,M02
DbInput!40524,2025-04-03 20:47:48.087910+00:00,IRLScoundrel+186,Underground Duchy,4,19,0,Autumn,Random,Exiles and Partisans,Eyrie Dynasties,Live,,M02
DbInput!40524,2025-04-03 20:47:48.087910+00:00,tofuwater+4853,Riverfolk Company,3,31,1,Autumn,Random,Exiles and Partisans,Eyrie Dynasties,Live,,M02
DbInput!40524,2025-04-03 20:47:48.087910+00:00,CaptainBanjoTime+6374,Eyrie Dynasties,2,28,0,Autumn,Random,Exiles and Partisans,Eyrie Dynasties,Live,,M02
DbInput!40524,2025-04-03 20:47:48.087910+00:00,Biggins96+3792,Marquise de Cat,1,13,0,Autumn,Random,Exiles and Partisans,Eyrie Dynasties,Live,,M02
DbInput!40522,2025-04-03 18:21:51.152555+00:00,Doordecat+1475,Lord of the Hundreds,4,30,1,Autumn,Random,Exiles and Partisans,Marquise de Cat,Async,,M02
DbInput!40522,2025-04-03 18:21:51.152555+00:00,StoneOfShame+5048,Riverfolk Company,3,21,0,Autumn,Random,Exiles and Partisans,Marquise de Cat,Async,,M02
DbInput!40522,2025-04-03 18:21:51.152555+00:00,halestom15+2785,Keepers in Iron,2,20,0,Autumn,Random,Exiles and Partisans,Marquise de Cat,Async,,M02
DbInput!40522,2025-04-03 18:21:51.152555+00:00,DarthOblivius+1339,Lizard Cult,1,25,0,Autumn,Random,Exiles and Partisans,Marquise de Cat,Async,,M02
DbInput!40518,2025-04-03 14:19:42.993799+00:00,Talleyrand19+7210,Underground Duchy,4,31,1,Autumn,Random,Exiles and Partisans,Marquise de Cat,Async,,M02
DbInput!40518,2025-04-03 14:19:42.993799+00:00,ZachB+8726,Woodland Alliance,3,18,0,Autumn,Random,Exiles and Partisans,Marquise de Cat,Async,,M02
DbInput!40518,2025-04-03 14:19:42.993799+00:00,Jasiuńcio+3892,Riverfolk Company,2,14,0,Autumn,Random,Exiles and Partisans,Marquise de Cat,Async,,M02
DbInput!40518,2025-04-03 14:19:42.993799+00:00,CWise+6651,Lizard Cult,1,26,0,Autumn,Random,Exiles and Partisans,Marquise de Cat,Async,,M02
DbInput!40517,2025-04-03 13:17:59.358609+00:00,ActiveAxon+8546,Lord of the Hundreds,4,10,0,Autumn,Random,Exiles and Partisans,Marquise de Cat,Async,,M02
DbInput!40517,2025-04-03 13:17:59.358609+00:00,VanKaiserman+5269,Keepers in Iron,3,23,0,Autumn,Random,Exiles and Partisans,Marquise de Cat,Async,,M02
DbInput!40517,2025-04-03 13:17:59.358609+00:00,Youdge+8117,Vagabond (Harrier),2,30,1,Autumn,Random,Exiles and Partisans,Marquise de Cat,Async,,M02
DbInput!40517,2025-04-03 13:17:59.358609+00:00,Ljazz7,Corvid Conspiracy,1,28,0,Autumn,Random,Exiles and Partisans,Marquise de Cat,Async,,M02
DbInput!40516,2025-04-03 07:04:11.265676+00:00,Georgi+5446,Underground Duchy,4,31,1,Autumn,Random,Exiles and Partisans,Vagabond (Thief),Async,,M02
DbInput!40516,2025-04-03 07:04:11.265676+00:00,svalfish1+1676,Woodland Alliance,3,17,0,Autumn,Random,Exiles and Partisans,Vagabond (Thief),Async,,M02
DbInput!40516,2025-04-03 07:04:11.265676+00:00,Pocto+3656,Corvid Conspiracy,2,29,0,Autumn,Random,Exiles and Partisans,Vagabond (Thief),Async,,M02
DbInput!40516,2025-04-03 07:04:11.265676+00:00,KFull+1226,Riverfolk Company,1,18,0,Autumn,Random,Exiles and Partisans,Vagabond (Thief),Async,,M02
DbInput!40514,2025-04-03 04:14:42.312109+00:00,LunaTik+6164,Underground Duchy,4,30,1,Autumn,Random,Exiles and Partisans,Vagabond (Tinker),Async,,M02
DbInput!40514,2025-04-03 04:14:42.312109+00:00,secretpaths+8130,Marquise de Cat,3,28,0,Autumn,Random,Exiles and Partisans,Vagabond (Tinker),Async,,M02
DbInput!40514,2025-04-03 04:14:42.312109+00:00,m1dnight_sn4ck+6636,Eyrie Dynasties,2,20,0,Autumn,Random,Exiles and Partisans,Vagabond (Tinker),Async,,M02
DbInput!40514,2025-04-03 04:14:42.312109+00:00,TurkeyNoNo+9522,Riverfolk Company,1,20,0,Autumn,Random,Exiles and Partisans,Vagabond (Tinker),Async,,M02
DbInput!40509,2025-04-03 00:18:58.045139+00:00,nikkan+7933,Riverfolk Company,4,26,0,Autumn,Random,Exiles and Partisans,Underground Duchy,Live,,M02
DbInput!40509,2025-04-03 00:18:58.045139+00:00,Doordecat+1475,Lord of the Hundreds,3,26,0,Autumn,Random,Exiles and Partisans,Underground Duchy,Live,,M02
DbInput!40509,2025-04-03 00:18:58.045139+00:00,TercMa+9283,Eyrie Dynasties,2,30,1,Autumn,Random,Exiles and Partisans,Underground Duchy,Live,,M02
DbInput!40509,2025-04-03 00:18:58.045139+00:00,NinjaMike+4303,Vagabond (Adventurer),1,28,0,Autumn,Random,Exiles and Partisans,Underground Duchy,Live,,M02
DbInput!40507,2025-04-02 22:08:23.647483+00:00,Mindger+7576,Lord of the Hundreds,4,31,1,Autumn,Random,Exiles and Partisans,Underground Duchy,Async,,M02
DbInput!40507,2025-04-02 22:08:23.647483+00:00,sda1611+3493,Woodland Alliance,3,19,0,Autumn,Random,Exiles and Partisans,Underground Duchy,Async,,M02
DbInput!40507,2025-04-02 22:08:23.647483+00:00,Nadav253+6419,Eyrie Dynasties,2,23,0,Autumn,Random,Exiles and Partisans,Underground Duchy,Async,,M02
DbInput!40507,2025-04-02 22:08:23.647483+00:00,Wordisforest+3808,Corvid Conspiracy,1,24,0,Autumn,Random,Exiles and Partisans,Underground Duchy,Async,,M02
DbInput!40506,2025-04-02 20:45:06.945950+00:00,Tad604+8004,Vagabond (Arbiter),4,30,1,Autumn,Random,Exiles and Partisans,Vagabond (Scoundrel),Async,,M02
DbInput!40506,2025-04-02 20:45:06.945950+00:00,Ctfox+5431,Eyrie Dynasties,3,21,0,Autumn,Random,Exiles and Partisans,Vagabond (Scoundrel),Async,,M02
DbInput!40506,2025-04-02 20:45:06.945950+00:00,pishposhfish+7489,Marquise de Cat,2,,0,Autumn,Random,Exiles and Partisans,Vagabond (Scoundrel),Async,Dominance,M02
DbInput!40506,2025-04-02 20:45:06.945950+00:00,Tonydeloreanesq+4756,Lizard Cult,1,24,0,Autumn,Random,Exiles and Partisans,Vagabond (Scoundrel),Async,,M02
DbInput!40502,2025-04-02 18:04:23.819535+00:00,Talleyrand19+7210,Woodland Alliance,4,13,0,Autumn,Random,Exiles and Partisans,Keepers in Iron,Live,,M02
DbInput!40502,2025-04-02 18:04:23.819535+00:00,Doordecat+1475,Lord of the Hundreds,3,16,0,Autumn,Random,Exiles and Partisans,Keepers in Iron,Live,,M02
DbInput!40502,2025-04-02 18:04:23.819535+00:00,MatNat+2367,Lizard Cult,2,9,0,Autumn,Random,Exiles and Partisans,Keepers in Iron,Live,,M02
DbInput!40502,2025-04-02 18:04:23.819535+00:00,Musicalwoofy+7712,Marquise de Cat,1,31,1,Autumn,Random,Exiles and Partisans,Keepers in Iron,Live,,M02
DbInput!40501,2025-04-02 17:39:28.344660+00:00,bance+4314,Vagabond (Arbiter),4,,0.5,Autumn,Random,Exiles and Partisans,Keepers in Iron,Async,Coalition,M02
DbInput!40501,2025-04-02 17:39:28.344660+00:00,NadtyLite+7330,Eyrie Dynasties,3,27,0,Autumn,Random,Exiles and Partisans,Keepers in Iron,Async,,M02
DbInput!40501,2025-04-02 17:39:28.344660+00:00,MisterProPants+440,Lord of the Hundreds,2,27,0,Autumn,Random,Exiles and Partisans,Keepers in Iron,Async,,M02
DbInput!40501,2025-04-02 17:39:28.344660+00:00,Jsn13+1881,Woodland Alliance,1,30,0.5,Autumn,Random,Exiles and Partisans,Keepers in Iron,Async,,M02
DbInput!40500,2025-04-02 16:47:18.412858+00:00,Wriggleroom+4502,Marquise de Cat,4,16,0,Autumn,Random,Exiles and Partisans,Lizard Cult,Async,,M02
DbInput!40500,2025-04-02 16:47:18.412858+00:00,CaptainBanjoTime+6374,Underground Duchy,3,17,0,Autumn,Random,Exiles and Partisans,Lizard Cult,Async,,M02
DbInput!40500,2025-04-02 16:47:18.412858+00:00,Decoy+2687,Keepers in Iron,2,30,1,Autumn,Random,Exiles and Partisans,Lizard Cult,Async,,M02
DbInput!40500,2025-04-02 16:47:18.412858+00:00,m1dnight_sn4ck+6636,Vagabond (Arbiter),1,27,0,Autumn,Random,Exiles and Partisans,Lizard Cult,Async,,M02
DbInput!40497,2025-04-02 14:36:41.881870+00:00,StoneOfShame+5048,Lord of the Hundreds,4,15,0,Autumn,Random,Exiles and Partisans,Vagabond (Ronin),Async,,M02
DbInput!40497,2025-04-02 14:36:41.881870+00:00,yourwhiteshadow+2970,Lizard Cult,3,10,0,Autumn,Random,Exiles and Partisans,Vagabond (Ronin),Async,,M02
DbInput!40497,2025-04-02 14:36:41.881870+00:00,LunaTik+6164,Corvid Conspiracy,2,26,0,Autumn,Random,Exiles and Partisans,Vagabond (Ronin),Async,,M02
DbInput!40497,2025-04-02 14:36:41.881870+00:00,nyosh8484+1627,Marquise de Cat,1,30,1,Autumn,Random,Exiles and Partisans,Vagabond (Ronin),Async,,M02
DbInput!40495,2025-04-02 10:50:21.378485+00:00,MatNat+2367,Lizard Cult,4,24,0,Autumn,Random,Exiles and Partisans,Marquise de Cat,Async,,M02
DbInput!40495,2025-04-02 10:50:21.378485+00:00,LunaTik+6164,Keepers in Iron,3,25,0,Autumn,Random,Exiles and Partisans,Marquise de Cat,Async,,M02
DbInput!40495,2025-04-02 10:50:21.378485+00:00,EPulse+1205,Eyrie Dynasties,2,15,0,Autumn,Random,Exiles and Partisans,Marquise de Cat,Async,,M02
DbInput!40495,2025-04-02 10:50:21.378485+00:00,GDCytosine+9164,Lord of the Hundreds,1,30,1,Autumn,Random,Exiles and Partisans,Marquise de Cat,Async,,M02
DbInput!40494,2025-04-02 06:28:31.816941+00:00,Musicalwoofy+7712,Riverfolk Company,4,21,0,Autumn,Random,Exiles and Partisans,Lord of the Hundreds,Live,,M02
DbInput!40494,2025-04-02 06:28:31.816941+00:00,LunaTik+6164,Underground Duchy,3,24,0,Autumn,Random,Exiles and Partisans,Lord of the Hundreds,Live,,M02
DbInput!40494,2025-04-02 06:28:31.816941+00:00,Blurr+1887,Woodland Alliance,2,33,1,Autumn,Random,Exiles and Partisans,Lord of the Hundreds,Live,,M02
DbInput!40494,2025-04-02 06:28:31.816941+00:00,Jsn13+1881,Corvid Conspiracy,1,14,0,Autumn,Random,Exiles and Partisans,Lord of the Hundreds,Live,,M02
DbInput!40490,2025-04-02 02:44:23.446258+00:00,PEHF911+9322,Eyrie Dynasties,4,18,0,Autumn,Random,Exiles and Partisans,Corvid Conspiracy,Async,,M02
DbInput!40490,2025-04-02 02:44:23.446258+00:00,Riverman+1204,Riverfolk Company,3,16,0,Autumn,Random,Exiles and Partisans,Corvid Conspiracy,Async,,M02
DbInput!40490,2025-04-02 02:44:23.446258+00:00,NinjaMike+4303,Underground Duchy,2,30,1,Autumn,Random,Exiles and Partisans,Corvid Conspiracy,Async,,M02
DbInput!40490,2025-04-02 02:44:23.446258+00:00,Hydro033+5014,Vagabond (Ronin),1,15,0,Autumn,Random,Exiles and Partisans,Corvid Conspiracy,Async,,M02
DbInput!40482,2025-04-01 19:46:18.286197+00:00,pishposhfish+7489,Woodland Alliance,4,25,0,Autumn,Random,Exiles and Partisans,Corvid Conspiracy,Async,,M02
DbInput!40482,2025-04-01 19:46:18.286197+00:00,Ctfox+5431,Lord of the Hundreds,3,23,0,Autumn,Random,Exiles and Partisans,Corvid Conspiracy,Async,,M02
DbInput!40482,2025-04-01 19:46:18.286197+00:00,Tonydeloreanesq+4756,Vagabond (Tinker),2,29,0,Autumn,Random,Exiles and Partisans,Corvid Conspiracy,Async,,M02
DbInput!40482,2025-04-01 19:46:18.286197+00:00,Tad604+8004,Underground Duchy,1,32,1,Autumn,Random,Exiles and Partisans,Corvid Conspiracy,Async,,M02
DbInput!40479,2025-04-01 18:38:27.805651+00:00,Pocto+3656,Lord of the Hundreds,4,20,0,Autumn,Random,Exiles and Partisans,Vagabond (Ronin),Async,,M02
DbInput!40479,2025-04-01 18:38:27.805651+00:00,Hobbo+5200,Marquise de Cat,3,,0,Autumn,Random,Exiles and Partisans,Vagabond (Ronin),Async,Dominance,M02
DbInput!40479,2025-04-01 18:38:27.805651+00:00,KFull+1226,Keepers in Iron,2,30,1,Autumn,Random,Exiles and Partisans,Vagabond (Ronin),Async,,M02
DbInput!40479,2025-04-01 18:38:27.805651+00:00,HingleMcCringle+9001,Vagabond (Vagrant),1,19,0,Autumn,Random,Exiles and Partisans,Vagabond (Ronin),Async,,M02
DbInput!40477,2025-04-01 17:30:36.174339+00:00,StoneOfShame+5048,Lord of the Hundreds,4,30,1,Autumn,Random,Exiles and Partisans,Underground Duchy,Live,,M02
DbInput!40477,2025-04-01 17:30:36.174339+00:00,tofuwater+4853,Eyrie Dynasties,3,15,0,Autumn,Random,Exiles and Partisans,Underground Duchy,Live,,M02
DbInput!40477,2025-04-01 17:30:36.174339+00:00,Jsn13+1881,Lizard Cult,2,8,0,Autumn,Random,Exiles and Partisans,Underground Duchy,Live,,M02
DbInput!40477,2025-04-01 17:30:36.174339+00:00,Wiwade+1821,Woodland Alliance,1,24,0,Autumn,Random,Exiles and Partisans,Underground Duchy,Live,,M02
DbInput!40475,2025-04-01 15:40:49.749887+00:00,StoneOfShame+5048,Riverfolk Company,4,17,0,Autumn,,Exiles and Partisans,Marquise de Cat,Async,,M02
DbInput!40475,2025-04-01 15:40:49.749887+00:00,Wriggleroom+4502,Woodland Alliance,3,11,0,Autumn,,Exiles and Partisans,Marquise de Cat,Async,,M02
DbInput!40475,2025-04-01 15:40:49.749887+00:00,Ctfox+5431,Keepers in Iron,2,30,1,Autumn,,Exiles and Partisans,Marquise de Cat,Async,,M02
DbInput!40475,2025-04-01 15:40:49.749887+00:00,Cookies+3700,Vagabond (Vagrant),1,26,0,Autumn,,Exiles and Partisans,Marquise de Cat,Async,,M02
DbInput!40468,2025-04-01 14:21:51.656918+00:00,TercMa+9283,Woodland Alliance,4,10,0,Autumn,Random,Exiles and Partisans,Vagabond (Vagrant),Async,,M02
DbInput!40468,2025-04-01 14:21:51.656918+00:00,NadtyLite+7330,Vagabond (Ranger),3,30,1,Autumn,Random,Exiles and Partisans,Vagabond (Vagrant),Async,,M02
DbInput!40468,2025-04-01 14:21:51.656918+00:00,KFull+1226,Corvid Conspiracy,2,21,0,Autumn,Random,Exiles and Partisans,Vagabond (Vagrant),Async,,M02
DbInput!40468,2025-04-01 14:21:51.656918+00:00,Jasiuńcio+3892,Marquise de Cat,1,24,0,Autumn,Random,Exiles and Partisans,Vagabond (Vagrant),Async,,M02
DbInput!40465,2025-04-01 12:45:11.072700+00:00,MatNat+2367,Lizard Cult,4,21,0,Autumn,Random,Exiles and Partisans,Vagabond (Scoundrel),Live,,M02
DbInput!40465,2025-04-01 12:45:11.072700+00:00,ToniGold+9342,Eyrie Dynasties,3,11,0,Autumn,Random,Exiles and Partisans,Vagabond (Scoundrel),Live,,M02
DbInput!40465,2025-04-01 12:45:11.072700+00:00,Wiwade+1821,Lord of the Hundreds,2,12,0,Autumn,Random,Exiles and Partisans,Vagabond (Scoundrel),Live,,M02
DbInput!40465,2025-04-01 12:45:11.072700+00:00,nikkan+7933,Riverfolk Company,1,31,1,Autumn,Random,Exiles and Partisans,Vagabond (Scoundrel),Live,,M02
DbInput!40462,2025-04-01 04:52:22.601972+00:00,bance+4314,Underground Duchy,4,31,1,Autumn,Random,Exiles and Partisans,Lord of the Hundreds,Async,,M02
DbInput!40462,2025-04-01 04:52:22.601972+00:00,GreatGingerGabe7cav+6617,Riverfolk Company,3,13,0,Autumn,Random,Exiles and Partisans,Lord of the Hundreds,Async,,M02
DbInput!40462,2025-04-01 04:52:22.601972+00:00,Rachel997,Vagabond (Harrier),2,23,0,Autumn,Random,Exiles and Partisans,Lord of the Hundreds,Async,,M02
DbInput!40462,2025-04-01 04:52:22.601972+00:00,mguarino+2673,Marquise de Cat,1,20,0,Autumn,Random,Exiles and Partisans,Lord of the Hundreds,Async,,M02
DbInput!40458,2025-04-01 03:33:10.350028+00:00,Riverman+1204,Corvid Conspiracy,4,19,0,Autumn,Random,Exiles and Partisans,Woodland Alliance,Async,,M02
DbInput!40458,2025-04-01 03:33:10.350028+00:00,Cookies+3700,Underground Duchy,3,25,0,Autumn,Random,Exiles and Partisans,Woodland Alliance,Async,,M02
DbInput!40458,2025-04-01 03:33:10.350028+00:00,RexCow+93848049,Lizard Cult,2,18,0,Autumn,Random,Exiles and Partisans,Woodland Alliance,Async,,M02
