GameID,Timestamp,Player,Faction,Turn Order,Game Score,Tournament Score,Map,Clearing Distribution,Deck,Undrafted Faction,Turn Timing,Dom/Coal,Season
DbInput!40347,2025-03-28 03:45:00.268626+00:00,Riverman+1204,Vagabond (Vagrant),4,20,0,Autumn,Random,Exiles and Partisans,Lizard Cult,Async,,M01
DbInput!40347,2025-03-28 03:45:00.268626+00:00,Killerstorm17+3440,Lord of the Hundreds,3,30,1,Autumn,Random,Exiles and Partisans,Lizard Cult,Async,,M01
DbInput!40347,2025-03-28 03:45:00.268626+00:00,RyanSwag+4898,Eyrie Dynasties,2,27,0,Autumn,Random,Exiles and Partisans,Lizard Cult,Async,,M01
DbInput!40347,2025-03-28 03:45:00.268626+00:00,MrRiceGuy+5849,Underground Duchy,1,26,0,Autumn,Random,Exiles and Partisans,Lizard Cult,Async,,M01
DbInput!40337,2025-03-27 20:02:46.329360+00:00,LOG4Nzzz+665,Marquise de Cat,4,30,1,Autumn,Random,Exiles and Partisans,Underground Duchy,Async,,M01
DbInput!40337,2025-03-27 20:02:46.329360+00:00,Jsn13+1881,Riverfolk Company,3,,0,Autumn,Random,Exiles and Partisans,Underground Duchy,Async,Dominance,M01
DbInput!40337,2025-03-27 20:02:46.329360+00:00,tofuwater+4853,Vagabond (Adventurer),2,19,0,Autumn,Random,Exiles and Partisans,Underground Duchy,Async,,M01
DbInput!40337,2025-03-27 20:02:46.329360+00:00,CaptainBanjoTime+6374,Vagabond (Scoundrel),1,22,0,Autumn,Random,Exiles and Partisans,Underground Duchy,Async,,M01
DbInput!40336,2025-03-27 18:51:44.966775+00:00,Aceosd+1686,Lord of the Hundreds,4,14,0,Autumn,Random,Exiles and Partisans,Corvid Conspiracy,Async,,M01
DbInput!40336,2025-03-27 18:51:44.966775+00:00,Tonydeloreanesq+4756,Marquise de Cat,3,16,0,Autumn,Random,Exiles and Partisans,Corvid Conspiracy,Async,,M01
DbInput!40336,2025-03-27 18:51:44.966775+00:00,lumpyprol+3206,Underground Duchy,2,32,1,Autumn,Random,Exiles and Partisans,Corvid Conspiracy,Async,,M01
DbInput!40336,2025-03-27 18:51:44.966775+00:00,Rachel997,Lizard Cult,1,25,0,Autumn,Random,Exiles and Partisans,Corvid Conspiracy,Async,,M01
DbInput!40334,2025-03-27 18:07:22.001045+00:00,Tonydeloreanesq+4756,Keepers in Iron,4,26,0,Autumn,Random,Exiles and Partisans,Lord of the Hundreds,Async,,M01
DbInput!40334,2025-03-27 18:07:22.001045+00:00,tofuwater+4853,Underground Duchy,3,23,0,Autumn,Random,Exiles and Partisans,Lord of the Hundreds,Async,,M01
DbInput!40334,2025-03-27 18:07:22.001045+00:00,OddThomas+7387,Vagabond (Thief),2,23,0,Autumn,Random,Exiles and Partisans,Lord of the Hundreds,Async,,M01
DbInput!40334,2025-03-27 18:07:22.001045+00:00,Pocto+3656,Vagabond (Arbiter),1,31,1,Autumn,Random,Exiles and Partisans,Lord of the Hundreds,Async,,M01
DbInput!40333,2025-03-27 17:55:00.768432+00:00,ToniGold+9342,Lord of the Hundreds,4,17,0,Autumn,Random,Exiles and Partisans,Corvid Conspiracy,Async,,M01
DbInput!40333,2025-03-27 17:55:00.768432+00:00,Doordecat+1475,Riverfolk Company,3,30,1,Autumn,Random,Exiles and Partisans,Corvid Conspiracy,Async,,M01
DbInput!40333,2025-03-27 17:55:00.768432+00:00,SNCuller+3255,Underground Duchy,2,26,0,Autumn,Random,Exiles and Partisans,Corvid Conspiracy,Async,,M01
DbInput!40333,2025-03-27 17:55:00.768432+00:00,Lobster+1498,Marquise de Cat,1,28,0,Autumn,Random,Exiles and Partisans,Corvid Conspiracy,Async,,M01
DbInput!40330,2025-03-27 17:20:07.016391+00:00,Cookies+3700,Lord of the Hundreds,4,31,1,Autumn,Random,Exiles and Partisans,Vagabond (Ronin),Live,,M01
DbInput!40330,2025-03-27 17:20:07.016391+00:00,Musicalwoofy+7712,Eyrie Dynasties,3,21,0,Autumn,Random,Exiles and Partisans,Vagabond (Ronin),Live,,M01
DbInput!40330,2025-03-27 17:20:07.016391+00:00,Nadav253+6419,Vagabond (Adventurer),2,27,0,Autumn,Random,Exiles and Partisans,Vagabond (Ronin),Live,,M01
DbInput!40330,2025-03-27 17:20:07.016391+00:00,StoneOfShame+5048,Corvid Conspiracy,1,22,0,Autumn,Random,Exiles and Partisans,Vagabond (Ronin),Live,,M01
DbInput!40323,2025-03-27 14:45:29.756515+00:00,Youdge+8117,Keepers in Iron,4,12,0,Autumn,Random,Exiles and Partisans,Vagabond (Ranger),Async,,M01
DbInput!40323,2025-03-27 14:45:29.756515+00:00,GlisteningGeetus+4225,Woodland Alliance,3,33,1,Autumn,Random,Exiles and Partisans,Vagabond (Ranger),Async,,M01
DbInput!40323,2025-03-27 14:45:29.756515+00:00,Geomorgski,Vagabond (Adventurer),2,24,0,Autumn,Random,Exiles and Partisans,Vagabond (Ranger),Async,,M01
DbInput!40323,2025-03-27 14:45:29.756515+00:00,pishposhfish+7489,Eyrie Dynasties,1,26,0,Autumn,Random,Exiles and Partisans,Vagabond (Ranger),Async,,M01
DbInput!40322,2025-03-27 14:36:42.082831+00:00,lumpyprol+3206,Lord of the Hundreds,4,20,0,Autumn,Random,Exiles and Partisans,Marquise de Cat,Async,,M01
DbInput!40322,2025-03-27 14:36:42.082831+00:00,bwebby+1847,Eyrie Dynasties,3,33,1,Autumn,Random,Exiles and Partisans,Marquise de Cat,Async,,M01
DbInput!40322,2025-03-27 14:36:42.082831+00:00,Topher+1362,Keepers in Iron,2,8,0,Autumn,Random,Exiles and Partisans,Marquise de Cat,Async,,M01
DbInput!40322,2025-03-27 14:36:42.082831+00:00,Dp2000+4754,Underground Duchy,1,20,0,Autumn,Random,Exiles and Partisans,Marquise de Cat,Async,,M01
DbInput!40317,2025-03-27 04:13:19.353619+00:00,Hobbo+5200,Corvid Conspiracy,4,25,0,Autumn,Random,Exiles and Partisans,Riverfolk Company,Async,,M01
DbInput!40317,2025-03-27 04:13:19.353619+00:00,StoneOfShame+5048,Lord of the Hundreds,3,21,0,Autumn,Random,Exiles and Partisans,Riverfolk Company,Async,,M01
DbInput!40317,2025-03-27 04:13:19.353619+00:00,Shartreusenightmare+4730,Vagabond (Scoundrel),2,30,1,Autumn,Random,Exiles and Partisans,Riverfolk Company,Async,,M01
DbInput!40317,2025-03-27 04:13:19.353619+00:00,near34212+3542,Lizard Cult,1,21,0,Autumn,Random,Exiles and Partisans,Riverfolk Company,Async,,M01
DbInput!40315,2025-03-27 03:52:47.239678+00:00,EK1337+9210,Lord of the Hundreds,4,26,0,Autumn,Random,Exiles and Partisans,Lizard Cult,Async,,M01
DbInput!40315,2025-03-27 03:52:47.239678+00:00,Tad604+8004,Keepers in Iron,3,11,0,Autumn,Random,Exiles and Partisans,Lizard Cult,Async,,M01
DbInput!40315,2025-03-27 03:52:47.239678+00:00,TheWiseFox+8428,Woodland Alliance,2,23,0,Autumn,Random,Exiles and Partisans,Lizard Cult,Async,,M01
DbInput!40315,2025-03-27 03:52:47.239678+00:00,Holysheva+413,Eyrie Dynasties,1,30,1,Autumn,Random,Exiles and Partisans,Lizard Cult,Async,,M01
DbInput!40314,2025-03-27 03:48:43.749765+00:00,mguarino+2673,Lizard Cult,4,,1,Autumn,Random,Exiles and Partisans,Vagabond (Scoundrel),Live,Dominance,M01
DbInput!40314,2025-03-27 03:48:43.749765+00:00,PuxySrayer+2253,Lord of the Hundreds,3,20,0,Autumn,Random,Exiles and Partisans,Vagabond (Scoundrel),Live,,M01
DbInput!40314,2025-03-27 03:48:43.749765+00:00,B-Man+9467,Woodland Alliance,2,12,0,Autumn,Random,Exiles and Partisans,Vagabond (Scoundrel),Live,,M01
DbInput!40314,2025-03-27 03:48:43.749765+00:00,Cookies+3700,Marquise de Cat,1,25,0,Autumn,Random,Exiles and Partisans,Vagabond (Scoundrel),Live,,M01
DbInput!40308,2025-03-26 21:55:34.953198+00:00,Killerstorm17+3440,Corvid Conspiracy,2,24,0,Autumn,Random,Exiles and Partisans,Marquise de Cat,Live,,M01
DbInput!40308,2025-03-26 21:55:34.953198+00:00,Mouseman+7870,Eyrie Dynasties,3,25,0,Autumn,Random,Exiles and Partisans,Marquise de Cat,Live,,M01
DbInput!40308,2025-03-26 21:55:34.953198+00:00,Tad604+8004,Keepers in Iron,4,26,0,Autumn,Random,Exiles and Partisans,Marquise de Cat,Live,,M01
DbInput!40308,2025-03-26 21:55:34.953198+00:00,Doordecat+1475,Vagabond (Ranger),1,31,1,Autumn,Random,Exiles and Partisans,Marquise de Cat,Live,,M01
DbInput!40307,2025-03-26 21:55:13.927208+00:00,OddThomas+7387,Keepers in Iron,4,27,0,Autumn,Random,Exiles and Partisans,Vagabond (Harrier),Async,,M01
DbInput!40307,2025-03-26 21:55:13.927208+00:00,Aceosd+1686,Vagabond (Ranger),3,16,0,Autumn,Random,Exiles and Partisans,Vagabond (Harrier),Async,,M01
DbInput!40307,2025-03-26 21:55:13.927208+00:00,FavorOfTheRabbits+9523,Eyrie Dynasties,2,30,1,Autumn,Random,Exiles and Partisans,Vagabond (Harrier),Async,,M01
DbInput!40307,2025-03-26 21:55:13.927208+00:00,Kingleave+7633,Underground Duchy,1,27,0,Autumn,Random,Exiles and Partisans,Vagabond (Harrier),Async,,M01
DbInput!40304,2025-03-26 20:46:23.740368+00:00,Decoy+2687,Keepers in Iron,4,29,0,Autumn,Random,Exiles and Partisans,Lord of the Hundreds,Async,,M01
DbInput!40304,2025-03-26 20:46:23.740368+00:00,MisterGume+9687,Vagabond (Scoundrel),3,,0,Autumn,Random,Exiles and Partisans,Lord of the Hundreds,Async,Coalition,M01
DbInput!40304,2025-03-26 20:46:23.740368+00:00,cringelordirl+3838,Underground Duchy,2,25,0,Autumn,Random,Exiles and Partisans,Lord of the Hundreds,Async,,M01
DbInput!40304,2025-03-26 20:46:23.740368+00:00,bance+4314,Eyrie Dynasties,1,30,1,Autumn,Random,Exiles and Partisans,Lord of the Hundreds,Async,,M01
DbInput!40302,2025-03-26 20:16:47.385818+00:00,tofuwater+4853,Keepers in Iron,4,21,0,Autumn,Random,Exiles and Partisans,Woodland Alliance,Async,,M01
DbInput!40302,2025-03-26 20:16:47.385818+00:00,CaptainBanjoTime+6374,Vagabond (Ranger),3,17,0,Autumn,Random,Exiles and Partisans,Woodland Alliance,Async,,M01
DbInput!40302,2025-03-26 20:16:47.385818+00:00,cringelordirl+3838,Eyrie Dynasties,2,16,0,Autumn,Random,Exiles and Partisans,Woodland Alliance,Async,,M01
DbInput!40302,2025-03-26 20:16:47.385818+00:00,Furry0329+6442,Marquise de Cat,1,32,1,Autumn,Random,Exiles and Partisans,Woodland Alliance,Async,,M01
DbInput!40298,2025-03-26 16:36:51.089682+00:00,Youdge+8117,Lord of the Hundreds,4,24,0,Autumn,Random,Exiles and Partisans,Marquise de Cat,Async,,M01
DbInput!40298,2025-03-26 16:36:51.089682+00:00,cringelordirl+3838,Eyrie Dynasties,3,31,1,Autumn,Random,Exiles and Partisans,Marquise de Cat,Async,,M01
DbInput!40298,2025-03-26 16:36:51.089682+00:00,Tonydeloreanesq+4756,Woodland Alliance,2,28,0,Autumn,Random,Exiles and Partisans,Marquise de Cat,Async,,M01
DbInput!40298,2025-03-26 16:36:51.089682+00:00,SNCuller+3255,Lizard Cult,1,28,0,Autumn,Random,Exiles and Partisans,Marquise de Cat,Async,,M01
DbInput!40292,2025-03-26 10:57:30.317925+00:00,Mossfusion+6189,Marquise de Cat,4,19,0,Autumn,Random,Exiles and Partisans,Eyrie Dynasties,Async,,M01
DbInput!40292,2025-03-26 10:57:30.317925+00:00,Youdge+8117,Lord of the Hundreds,3,25,0,Autumn,Random,Exiles and Partisans,Eyrie Dynasties,Async,,M01
DbInput!40292,2025-03-26 10:57:30.317925+00:00,halestom15+2785,Underground Duchy,2,20,0,Autumn,Random,Exiles and Partisans,Eyrie Dynasties,Async,,M01
DbInput!40292,2025-03-26 10:57:30.317925+00:00,Hoffenpepper+6941,Vagabond (Harrier),1,30,1,Autumn,Random,Exiles and Partisans,Eyrie Dynasties,Async,,M01
DbInput!40290,2025-03-26 07:46:23.825008+00:00,GlisteningGeetus+4225,Eyrie Dynasties,4,30,1,Autumn,Random,Exiles and Partisans,Riverfolk Company,Async,,M01
DbInput!40290,2025-03-26 07:46:23.825008+00:00,Holysheva+413,Lord of the Hundreds,3,27,0,Autumn,Random,Exiles and Partisans,Riverfolk Company,Async,,M01
DbInput!40290,2025-03-26 07:46:23.825008+00:00,Killerstorm17+3440,Woodland Alliance,2,25,0,Autumn,Random,Exiles and Partisans,Riverfolk Company,Async,,M01
DbInput!40290,2025-03-26 07:46:23.825008+00:00,AlinaArtistName+4159,Marquise de Cat,1,22,0,Autumn,Random,Exiles and Partisans,Riverfolk Company,Async,,M01
DbInput!40289,2025-03-26 06:45:02.523945+00:00,Pi314+6815,Keepers in Iron,4,7,0,Autumn,Random,Exiles and Partisans,Eyrie Dynasties,Async,,M01
DbInput!40289,2025-03-26 06:45:02.523945+00:00,GlisteningGeetus+4225,Underground Duchy,3,33,1,Autumn,Random,Exiles and Partisans,Eyrie Dynasties,Async,,M01
DbInput!40289,2025-03-26 06:45:02.523945+00:00,Doordecat+1475,Lizard Cult,2,14,0,Autumn,Random,Exiles and Partisans,Eyrie Dynasties,Async,,M01
DbInput!40289,2025-03-26 06:45:02.523945+00:00,deejaythink+9834,Vagabond (Vagrant),1,11,0,Autumn,Random,Exiles and Partisans,Eyrie Dynasties,Async,,M01
DbInput!40285,2025-03-26 04:23:00.322375+00:00,bance+4314,Vagabond (Adventurer),4,18,0,Autumn,Random,Exiles and Partisans,Woodland Alliance,Async,,M01
DbInput!40285,2025-03-26 04:23:00.322375+00:00,LunaTik+6164,Underground Duchy,3,30,1,Autumn,Random,Exiles and Partisans,Woodland Alliance,Async,,M01
DbInput!40285,2025-03-26 04:23:00.322375+00:00,halestom15+2785,Keepers in Iron,2,8,0,Autumn,Random,Exiles and Partisans,Woodland Alliance,Async,,M01
DbInput!40285,2025-03-26 04:23:00.322375+00:00,Shartreusenightmare+4730,Lizard Cult,1,28,0,Autumn,Random,Exiles and Partisans,Woodland Alliance,Async,,M01
DbInput!40284,2025-03-26 03:45:59.561078+00:00,Doordecat+1475,Vagabond (Adventurer),4,17,0,Autumn,Random,Exiles and Partisans,Corvid Conspiracy,Live,,M01
DbInput!40284,2025-03-26 03:45:59.561078+00:00,mguarino+2673,Eyrie Dynasties,3,,0,Autumn,Random,Exiles and Partisans,Corvid Conspiracy,Live,Dominance,M01
DbInput!40284,2025-03-26 03:45:59.561078+00:00,bulseeye+6881,Keepers in Iron,2,31,1,Autumn,Random,Exiles and Partisans,Corvid Conspiracy,Live,,M01
DbInput!40284,2025-03-26 03:45:59.561078+00:00,limaconlime+5225,Lizard Cult,1,25,0,Autumn,Random,Exiles and Partisans,Corvid Conspiracy,Live,,M01
DbInput!40277,2025-03-25 21:13:21.713841+00:00,lumpyprol+3206,Keepers in Iron,4,30,1,Autumn,Random,Exiles and Partisans,Vagabond (Ronin),Async,,M01
DbInput!40277,2025-03-25 21:13:21.713841+00:00,mguarino+2673,Lizard Cult,3,13,0,Autumn,Random,Exiles and Partisans,Vagabond (Ronin),Async,,M01
DbInput!40277,2025-03-25 21:13:21.713841+00:00,Doordecat+1475,Riverfolk Company,2,26,0,Autumn,Random,Exiles and Partisans,Vagabond (Ronin),Async,,M01
DbInput!40277,2025-03-25 21:13:21.713841+00:00,bwebby+1847,Underground Duchy,1,18,0,Autumn,Random,Exiles and Partisans,Vagabond (Ronin),Async,,M01
DbInput!40270,2025-03-25 14:17:05.814221+00:00,TurkeyNoNo+9522,Lord of the Hundreds,4,20,0,Autumn,Random,Exiles and Partisans,Vagabond (Ronin),Async,,M01
DbInput!40270,2025-03-25 14:17:05.814221+00:00,Hoffenpepper+6941,Keepers in Iron,3,31,1,Autumn,Random,Exiles and Partisans,Vagabond (Ronin),Async,,M01
DbInput!40270,2025-03-25 14:17:05.814221+00:00,Furry0329+6442,Eyrie Dynasties,2,24,0,Autumn,Random,Exiles and Partisans,Vagabond (Ronin),Async,,M01
DbInput!40270,2025-03-25 14:17:05.814221+00:00,Mossfusion+6189,Marquise de Cat,1,19,0,Autumn,Random,Exiles and Partisans,Vagabond (Ronin),Async,,M01
DbInput!40267,2025-03-25 07:58:03.958056+00:00,Alexanderfzz+7457,Underground Duchy,4,21,0,Autumn,Random,Exiles and Partisans,Lord of the Hundreds,Async,,M01
DbInput!40267,2025-03-25 07:58:03.958056+00:00,Mindger+7576,Riverfolk Company,3,30,1,Autumn,Random,Exiles and Partisans,Lord of the Hundreds,Async,,M01
DbInput!40267,2025-03-25 07:58:03.958056+00:00,0oAo0+4780,Vagabond (Harrier),2,22,0,Autumn,Random,Exiles and Partisans,Lord of the Hundreds,Async,,M01
DbInput!40267,2025-03-25 07:58:03.958056+00:00,Psiclone+4950,Vagabond (Ranger),1,21,0,Autumn,Random,Exiles and Partisans,Lord of the Hundreds,Async,,M01
DbInput!40265,2025-03-25 05:18:50.614643+00:00,NattyKash+316,Eyrie Dynasties,4,31,1,Autumn,Random,Exiles and Partisans,Corvid Conspiracy,Async,,M01
DbInput!40265,2025-03-25 05:18:50.614643+00:00,LunaTik+6164,Lord of the Hundreds,3,26,0,Autumn,Random,Exiles and Partisans,Corvid Conspiracy,Async,,M01
DbInput!40265,2025-03-25 05:18:50.614643+00:00,Aceosd+1686,Keepers in Iron,2,18,0,Autumn,Random,Exiles and Partisans,Corvid Conspiracy,Async,,M01
DbInput!40265,2025-03-25 05:18:50.614643+00:00,Jsn13+1881,Marquise de Cat,1,10,0,Autumn,Random,Exiles and Partisans,Corvid Conspiracy,Async,,M01
DbInput!40261,2025-03-25 01:59:50.763166+00:00,tofuwater+4853,Underground Duchy,4,24,0,Autumn,Random,Exiles and Partisans,Corvid Conspiracy,Async,,M01
DbInput!40261,2025-03-25 01:59:50.763166+00:00,Killerstorm17+3440,Lord of the Hundreds,3,25,0,Autumn,Random,Exiles and Partisans,Corvid Conspiracy,Async,,M01
DbInput!40261,2025-03-25 01:59:50.763166+00:00,aelisheneithlon+4087,Woodland Alliance,2,30,1,Autumn,Random,Exiles and Partisans,Corvid Conspiracy,Async,,M01
DbInput!40261,2025-03-25 01:59:50.763166+00:00,GamerTower+410,Marquise de Cat,1,23,0,Autumn,Random,Exiles and Partisans,Corvid Conspiracy,Async,,M01
DbInput!40260,2025-03-25 01:37:27.907866+00:00,Doordecat+1475,Keepers in Iron,4,19,0,Autumn,Random,Exiles and Partisans,Marquise de Cat,Async,,M01
DbInput!40260,2025-03-25 01:37:27.907866+00:00,Simwar+260,Underground Duchy,3,26,0,Autumn,Random,Exiles and Partisans,Marquise de Cat,Async,,M01
DbInput!40260,2025-03-25 01:37:27.907866+00:00,Plush2+8334,Lord of the Hundreds,2,30,1,Autumn,Random,Exiles and Partisans,Marquise de Cat,Async,,M01
DbInput!40260,2025-03-25 01:37:27.907866+00:00,McMayo+5829,Lizard Cult,1,,0,Autumn,Random,Exiles and Partisans,Marquise de Cat,Async,Dominance,M01
DbInput!40258,2025-03-25 00:07:43.100717+00:00,DarkOwl+5198,Keepers in Iron,4,20,0,Autumn,Random,Exiles and Partisans,Marquise de Cat,Async,,M01
DbInput!40258,2025-03-25 00:07:43.100717+00:00,NadtyLite+7330,Eyrie Dynasties,3,28,0,Autumn,Random,Exiles and Partisans,Marquise de Cat,Async,,M01
DbInput!40258,2025-03-25 00:07:43.100717+00:00,Tad604+8004,Lizard Cult,2,28,0,Autumn,Random,Exiles and Partisans,Marquise de Cat,Async,,M01
DbInput!40258,2025-03-25 00:07:43.100717+00:00,KarmaBurn+1193,Riverfolk Company,1,30,1,Autumn,Random,Exiles and Partisans,Marquise de Cat,Async,,M01
DbInput!40257,2025-03-24 22:29:04.563626+00:00,Matt516+2460,Keepers in Iron,4,0,0,Autumn,Random,Exiles and Partisans,Marquise de Cat,Async,,M01
DbInput!40257,2025-03-24 22:29:04.563626+00:00,Ouki01+4037,Vagabond (Ranger),3,0,0,Autumn,Random,Exiles and Partisans,Marquise de Cat,Async,,M01
DbInput!40257,2025-03-24 22:29:04.563626+00:00,TheWiseFox+8428,Underground Duchy,2,0,0,Autumn,Random,Exiles and Partisans,Marquise de Cat,Async,,M01
DbInput!40257,2025-03-24 22:29:04.563626+00:00,RexCow+93848049,Lord of the Hundreds,1,1,1,Autumn,Random,Exiles and Partisans,Marquise de Cat,Async,,M01
DbInput!40255,2025-03-24 22:01:03.266173+00:00,StoneOfShame+5048,Eyrie Dynasties,4,8,0,Autumn,Random,Exiles and Partisans,Keepers in Iron,Async,,M01
DbInput!40255,2025-03-24 22:01:03.266173+00:00,jayli+9450,Underground Duchy,3,30,1,Autumn,Random,Exiles and Partisans,Keepers in Iron,Async,,M01
DbInput!40255,2025-03-24 22:01:03.266173+00:00,KarmaBurn+1193,Riverfolk Company,2,15,0,Autumn,Random,Exiles and Partisans,Keepers in Iron,Async,,M01
DbInput!40255,2025-03-24 22:01:03.266173+00:00,Youdge+8117,Vagabond (Thief),1,17,0,Autumn,Random,Exiles and Partisans,Keepers in Iron,Async,,M01
DbInput!40254,2025-03-24 21:46:07.818054+00:00,XxD4RK_W0LFxX+9534,Vagabond (Vagrant),4,18,0,Autumn,Random,Exiles and Partisans,Corvid Conspiracy,Async,,M01
DbInput!40254,2025-03-24 21:46:07.818054+00:00,Holysheva+413,Keepers in Iron,2,23,0,Autumn,Random,Exiles and Partisans,Corvid Conspiracy,Async,,M01
DbInput!40254,2025-03-24 21:46:07.818054+00:00,tofuwater+4853,Lizard Cult,3,26,0,Autumn,Random,Exiles and Partisans,Corvid Conspiracy,Async,,M01
DbInput!40254,2025-03-24 21:46:07.818054+00:00,GalaxyNachos+1617,Underground Duchy,1,30,1,Autumn,Random,Exiles and Partisans,Corvid Conspiracy,Async,,M01
DbInput!40253,2025-03-24 21:06:39.608045+00:00,Ouki01+4037,Keepers in Iron,4,21,0,Autumn,Random,Exiles and Partisans,Marquise de Cat,Async,,M01
DbInput!40253,2025-03-24 21:06:39.608045+00:00,snowblessed+4085,Underground Duchy,3,5,0,Autumn,Random,Exiles and Partisans,Marquise de Cat,Async,,M01
DbInput!40253,2025-03-24 21:06:39.608045+00:00,NadtyLite+7330,Woodland Alliance,2,30,1,Autumn,Random,Exiles and Partisans,Marquise de Cat,Async,,M01
DbInput!40253,2025-03-24 21:06:39.608045+00:00,Talleyrand19+7210,Corvid Conspiracy,1,28,0,Autumn,Random,Exiles and Partisans,Marquise de Cat,Async,,M01
DbInput!40249,2025-03-24 20:29:55.626380+00:00,Cotton+4951,Keepers in Iron,4,31,1,Autumn,Random,Exiles and Partisans,Marquise de Cat,Async,,M01
DbInput!40249,2025-03-24 20:29:55.626380+00:00,Talleyrand19+7210,Lord of the Hundreds,3,16,0,Autumn,Random,Exiles and Partisans,Marquise de Cat,Async,,M01
DbInput!40249,2025-03-24 20:29:55.626380+00:00,jayli+9450,Vagabond (Vagrant),2,17,0,Autumn,Random,Exiles and Partisans,Marquise de Cat,Async,,M01
DbInput!40249,2025-03-24 20:29:55.626380+00:00,Fearteiler+8050,Eyrie Dynasties,1,18,0,Autumn,Random,Exiles and Partisans,Marquise de Cat,Async,,M01
DbInput!40238,2025-03-23 23:51:34.073184+00:00,Matt516+2460,Keepers in Iron,4,19,0,Autumn,Random,Exiles and Partisans,Woodland Alliance,Async,,M01
DbInput!40238,2025-03-23 23:51:34.073184+00:00,tofuwater+4853,Eyrie Dynasties,3,31,1,Autumn,Random,Exiles and Partisans,Woodland Alliance,Async,,M01
DbInput!40238,2025-03-23 23:51:34.073184+00:00,TercMa+9283,Lizard Cult,2,22,0,Autumn,Random,Exiles and Partisans,Woodland Alliance,Async,,M01
DbInput!40238,2025-03-23 23:51:34.073184+00:00,bance+4314,Riverfolk Company,1,19,0,Autumn,Random,Exiles and Partisans,Woodland Alliance,Async,,M01
DbInput!40232,2025-03-23 20:09:56.469208+00:00,Cinderfella+4968,Underground Duchy,4,30,1,Autumn,Random,Exiles and Partisans,Marquise de Cat,Async,,M01
DbInput!40232,2025-03-23 20:09:56.469208+00:00,near34212+3542,Corvid Conspiracy,3,23,0,Autumn,Random,Exiles and Partisans,Marquise de Cat,Async,,M01
DbInput!40232,2025-03-23 20:09:56.469208+00:00,Gregoola+1424,Keepers in Iron,2,29,0,Autumn,Random,Exiles and Partisans,Marquise de Cat,Async,,M01
DbInput!40232,2025-03-23 20:09:56.469208+00:00,Lobster+1498,Lizard Cult,1,29,0,Autumn,Random,Exiles and Partisans,Marquise de Cat,Async,,M01
DbInput!40229,2025-03-23 17:30:27.972627+00:00,InsaneBuizel+4580,Vagabond (Arbiter),4,23,0,Autumn,Random,Exiles and Partisans,Lizard Cult,Async,,M01
